54.501365;30.341024;АЦ-10,0-40(6317);2019-06-24;АК0815-2
54.501365;30.341024;АКП-25РМТ-25D09;2019-06-24;АИ7728-2
54.501365;30.341024;АБР-0,5-0,6(437041);2019-06-24;АВ6536-2
54.501365;30.341024;ПНС-110(131);2019-06-24;2893МИМ
54.501365;30.341024;АХРЗ Mercedes-Benz Actros3336A 6x6;2019-06-24;АА6821-2
54.501365;30.341024;АР-2(131);2019-06-24;АВ7519-2
54.501365;30.341024;АЦ8.0-40(631708);2019-06-24;АИ2423-2
54.501365;30.341024;АМКАДОР;2019-06-24;ВА6995-2
54.501365;30.341024;АРС(131);2019-06-24;АА3096-2
54.503637;30.436557;АЦ-3,0-40(131)137;2019-06-24;АК0299-2
54.503637;30.436557;АЦ-5,0-504(5337А2);2019-06-24;АЕ4835-2
54.488991;30.397996;АЦ-40(130)63Б;2019-06-24;ВА9329
54.488991;30.397996;АЦ-40(131)137А;2019-06-24;ВА9328
54.661810;30.546046;АЦ-5,0-50-4(5337А2);2019-06-24;АВ8870-2
53.132847;29.230710;АЦ-5,0-50/4(5337 А2);2019-06-24;АВ7169-6
53.132847;29.230710;АЦ-10,0-40 (631708);2019-06-24;АЕ6322-6
53.132847;29.230710;АБР 0,5/100(5301);2019-06-24;7263ТА
54.356535;30.400533;АЦ-3,0-40(131);2019-06-24;АК0389-2
54.592964;30.029840;АЦ-3,0-40(131);2019-06-24;АК0422-2
53.930228;25.771131;АЦ-5,0-40/4(533702-270);2019-06-24;АА9046-4
53.945800;26.190162;АЦП-40(5557)6/3;2019-06-24;AI8703-4
53.169638;29.168921;АЦ-8,0-50/4 (631708);2019-06-24;АА2033-6
54.474961;30.321272;АЦ-10,0-40(6317);2019-06-24;АИ7097-2
54.474961;30.321272;АЛ-30(131)Л21;2019-06-24;ВЕ2690
54.160884;25.920619;АЦ-5,0-50-4(5337)А2;2019-06-24;АЕ2676-4
54.035674;25.935187;АЦ-10,0-40/4(6317);2019-06-24;АК0183-4
53.089406;29.232966;АЦ-8,0-50/4 (631708);2019-06-24;7460ТА
52.988143;29.652795;АЦ 5,8-40(530905);2019-06-24;АЕ6065-6
53.120727;29.517813;АЦ-40(131)137А;2019-06-24;2168ТА
53.139741;29.421066;АЦ-40/2,5(433362);2019-06-24;АЕ6074-6
53.087167;28.859292;АЦ-10,0-40(6317);2019-06-24;АI0324-6
53.187569;24.016249;АЛ-30(IFA W50L\DL30);2019-06-24;АЕ0208-4
53.187569;24.016249;АЦ-5,0-40(533702);2019-06-24;АВ5150-4
53.187569;24.016249;АЦ-5,0-40(5434Х3);2019-06-24;АК5736-4
53.150887;29.224279;АЦ-5,0-50/4(5337 А2);2019-06-24;АВ4187-6
53.150887;29.224279;ПНС-110 (131)А;2019-06-24;2177ТА
53.150887;29.224279;АЛ-30(131)ПМ506Д;2019-06-24;4035ТА
53.150887;29.224279;АХР(Люблин-3);2019-06-24;АС5207-6
53.150887;29.224279;ЗИЛ-131АВС(131);2019-06-24;8009ТА
53.150887;29.224279;АР-2(131)133;2019-06-24;5367ТА
53.150887;29.224279;КС-55727-7;2019-06-24;7874ТА
53.150887;29.224279;АД100 Т400РИМ-2;2019-06-24;0587ТА
53.150887;29.224279;АГДЗС-437041;2019-06-24;АЕ6112-6
53.150887;29.224279;АБР-0,6\100(5301);2019-06-24;8193ТА
53.339875;23.931811;АЦ-10,0-40(6317);2019-06-24;АК0175-4
54.111894;31.099587;АЦ-10.0-40(6317);2019-06-24;AI2050-6
54.111894;31.099587;АЦ-5.0-50/4(5337А2);2019-06-24;АА4298-6
54.111894;31.099587;АЛ-30(131)ПМ506В;2019-06-24;ТЕ4787
54.051264;30.841768;АЦ 10,0-40(6317);2019-06-24;АЕ8703-6
54.058075;30.660907;АЦП-6/3;2019-06-24;ТЕ4780
53.569874;31.371787;АЦ-10,0-40 (6317);2019-06-24;AE 9636-6
53.569874;31.371787;АЦ-5,0-50/4 (5337А2370);2019-06-24;AA 9351-6
53.569874;31.371787;АЛ-30(131) ПМ506В;2019-06-24;TE 0763
53.569874;31.371787;АР-2(ЗИЛ131)133;2019-06-24;TE 0766
53.569874;31.371787;ПНС-110(131);2019-06-24;TE 0765
53.569874;31.371787;PUCH-230 GE;2019-06-24;TB 3083
53.569874;31.371787;ВАЗ21214;2019-06-24;4625 EH-6
53.569874;31.371787;GEELYEMGRAND7;2019-06-24;6907IE-6
53.569874;31.371787;ЗИЛММЗ45405;2019-06-24;AA 6183-6
53.569874;31.371787;Одисей-5;2019-06-24;БН
54.012938;31.213003;АЦ-3.0-40(433112);2019-06-24;ТВ1883
53.560780;31.250995;АЦ-3.0-40(131);2019-06-24;AE 9402-6
53.410851;32.585724;АЦ10,0-40(6317);2019-06-24;AE7387-6
53.410851;32.585724;АЦ3,0-40(131);2019-06-24;AE6856-6
53.514847;32.387968;АЦ-10,0-40(6317);2019-06-24;AI3659-6
53.311526;28.652218;АЦ 10,0-40(6317);2019-06-24;AI0331-6
53.311526;28.652218;АЛ-30(131)ПМ506;2019-06-24;ТЕ1797
53.311526;28.652218;АБР-0,6-100(5301);2019-06-24;ТС1902
53.311526;28.652218;АР-2(131);2019-06-24;ТА8242
53.311526;28.652218;ПНС-110(131);2019-06-24;ТА8241
53.311526;28.652218;АЦ-5,0-50/4 (533702);2019-06-24;АА8005-6
53.454380;28.833426;АЦ-40(131)137А;2019-06-24;АЕ6252-6
53.454992;28.587733;АЦ-5,0-50/4 (5337А2);2019-06-24;АВ8315-6
53.169414;28.525402;АЦ 10,0-40(6317);2019-06-24;АЕ8945-6
53.254022;28.921357;АЦ 3,0-40(131);2019-06-24;5358АЕ-6
54.213100;30.287700;АЦ-8,0-50/4(631708);2019-06-24;АЕ0025-6
54.213100;30.287700;АЦ-5,0-40(533702);2019-06-24;АВ1096-6
54.213100;30.287700;АБР-0,6-100(5301ГА);2019-06-24;ТЕ9959
54.183345;30.286132;АЦ-10.0-40(6317Х9);2019-06-24;AI0730-6
54.329199;30.279151;АЦ-10.0-40(6317);2019-06-24;AI0731-6
54.105318;30.104551;АЦ-40(131)137А;2019-06-24;ТЕ4712
54.186837;30.619104;АЦ-40(131)137А;2019-06-24;ТЕ1822
53.610019;31.462392;АЦ-10,0-40 (631708);2019-06-24;AE 2463-6
54.116800;30.454346;АЦ-40(131)137А;2019-06-24;ТЕ1820
54.102553;30.273418;АЦ-5,0-40(5337А2);2019-06-24;АВ6375-6
53.432266;30.986802;АСА0,5-0,4(437041);2019-06-24;ТС5353
53.432266;30.986802;АЦ5,0-40(5434Х3);2019-06-24;AI3188-6
53.574269;30.877361;АЦ10,0-40(6317Х9);2019-06-24;AE9440-6
53.399249;30.921346;АЦ40(131)137А;2019-06-24;АЕ6432-6
53.883495;27.541403;АЛ-30(131);2019-06-24;АЕ3310-7
53.883495;27.541403;АЦ-2,5-50/4(5337);2019-06-24;АI1270-7
53.883495;27.541403;АЦ-2,5-50/4(5337);2019-06-24;АК2731-7
53.913502;27.573186;АБР 0,6/100(ЗИЛ 5301);2019-06-24;АЕ0993-7
53.913502;27.573186;АЦ-2,5-50 (533702);2019-06-24;АЕ9525-7
53.913502;27.573186;АЦ-5,0-40 (530905);2019-06-24;АН7468-7
53.913502;27.573186;АЛ-30 (131);2019-06-24;АЕ3103-7
53.913502;27.573186;АЦ-5-50 (5434);2019-06-24;АР3820-7
53.812103;27.579555;АЦ-4,5/40(5337);2019-06-24;АI2038-7
53.812103;27.579555;АП-5(53215);2019-06-24;АЕ3409-7
53.812103;27.579555;АБР-0,6/100(5301);2019-06-24;АЕ0991-7
53.812103;27.579555;АЦ- 2,5/40(533702);2019-06-24;АЕ9828-7
53.908474;27.635816;АБР-0,6-100(5301ГА);2019-06-24;AA8934-7
53.908474;27.635816;АЦ-2,5-40(533702);2019-06-24;AE9215-7
53.908474;27.635816;ПНС-133(631705);2019-06-24;AK3902-7
53.908474;27.635816;АКП-35(65115);2019-06-24;AB7670-7
53.840912;27.524930;АЦ-5,0/40(5337);2019-06-24;АВ9987-7
53.840912;27.524930;АБР-0,6/100(5301);2019-06-24;АА8906-7
53.840912;27.524930;АЛ-30(131);2019-06-24;КЕ1799-7
53.840912;27.524930;АЦ-5,0/40(5337);2019-06-24;АВ0952-7
53.945698;27.610259;АБР 2,0-33 (437041);2019-06-24;КС 8674
53.945698;27.610259;АЦ 10.0-40(6317);2019-06-24;АО2274-7
53.945698;27.610259;АКП-32(14741);2019-06-24;АА0219-7
53.945698;27.610259;АЦ 5.0-50(533702);2019-06-24;АМ0645-7
53.873537;27.905383;АЦ-10,0-40(6317);2019-06-24;АО7998-7
53.873537;27.905383;АСА-0,5/0,4(4370);2019-06-24;АА6442-7
53.873537;27.905383;АЛ-30(131);2019-06-24;АЕ3477-7
